V1	V2	V3	V4	V5	V6	V7
5958	sbi04075	Plant hormone signal transduction 	Sb08g003760	Sobic.008G043900	ABF	K14432	-
5959	sbi00190	Oxidative phosphorylation 	Sb08g003963	Sobic.008G046900	QCR6	K00416	-
5961	sbi03060	Protein export 	Sb08g004270	Sobic.008G050700	SEC11	K13280	EC:3.4.-.-
5963	sbi03015	mRNA surveillance pathway 	Sb08g004310	Sobic.008G051100	SSU72	K15544	EC:3.1.3.16
5964	sbi00190	Oxidative phosphorylation 	Sb08g004380	Sobic.008G051800	ATPeV0C	K02155	-
5965	sbi04145	Phagosome 	Sb08g004380	Sobic.008G051800	ATPeV0C	K02155	-
5968	sbi01200	Carbon metabolism 	Sb08g004500	Sobic.008G053200	ALDO	K01623	EC:4.1.2.13
5969	sbi01230	Biosynthesis of amino acids 	Sb08g004500	Sobic.008G053200	ALDO	K01623	EC:4.1.2.13
5970	sbi00010	Glycolysis / Gluconeogenesis 	Sb08g004500	Sobic.008G053200	ALDO	K01623	EC:4.1.2.13
5971	sbi00030	Pentose phosphate pathway 	Sb08g004500	Sobic.008G053200	ALDO	K01623	EC:4.1.2.13
5972	sbi00051	Fructose and mannose metabolism 	Sb08g004500	Sobic.008G053200	ALDO	K01623	EC:4.1.2.13
5973	sbi00710	Carbon fixation in photosynthetic organisms 	Sb08g004500	Sobic.008G053200	ALDO	K01623	EC:4.1.2.13
5974	sbi04626	Plant-pathogen interaction 	Sb08g004510	Sobic.008G053300	CPK	K13412	EC:2.7.11.1
5975	sbi00510	N-Glycan biosynthesis 	Sb08g004690	Sobic.008G055300	ALG14	K07441	EC:2.4.1.141
5992	sbi00053	Ascorbate and aldarate metabolism 	Sb08g004880	Sobic.008G057900	E1.11.1.11	K00434	EC:1.11.1.11
5993	sbi00480	Glutathione metabolism 	Sb08g004880	Sobic.008G057900	E1.11.1.11	K00434	EC:1.11.1.11
5994	sbi00040	Pentose and glucuronate interconversions 	Sb08g004905	Sobic.008G058200	E4.2.2.2	K01728	EC:4.2.2.2
5995	sbi00230	Purine metabolism 	Sb08g004910	Sobic.008G058300	RPB10	K03007	-
5996	sbi00240	Pyrimidine metabolism 	Sb08g004910	Sobic.008G058300	RPB10	K03007	-
5997	sbi03020	RNA polymerase 	Sb08g004910	Sobic.008G058300	RPB10	K03007	-
5998	sbi01200	Carbon metabolism 	Sb08g005050	Sobic.008G059900	DLAT	K00627	EC:2.3.1.12
5999	sbi00010	Glycolysis / Gluconeogenesis 	Sb08g005050	Sobic.008G059900	DLAT	K00627	EC:2.3.1.12
6000	sbi00020	Citrate cycle (TCA cycle) 	Sb08g005050	Sobic.008G059900	DLAT	K00627	EC:2.3.1.12
6001	sbi00620	Pyruvate metabolism 	Sb08g005050	Sobic.008G059900	DLAT	K00627	EC:2.3.1.12
6002	sbi00562	Inositol phosphate metabolism 	Sb08g005190	Sobic.008G062300	SAL	K15422	EC:3.1.3.7 3.1.3.57
6003	sbi00920	Sulfur metabolism 	Sb08g005190	Sobic.008G062300	SAL	K15422	EC:3.1.3.7 3.1.3.57
6004	sbi04070	Phosphatidylinositol signaling system 	Sb08g005190	Sobic.008G062300	SAL	K15422	EC:3.1.3.7 3.1.3.57
6008	sbi00630	Glyoxylate and dicarboxylate metabolism 	Sb08g005210	Sobic.008G062500	gcvH	K02437	-
6009	sbi00260	Glycine, serine and threonine metabolism 	Sb08g005210	Sobic.008G062500	gcvH	K02437	-
6010	sbi00380	Tryptophan metabolism 	Sb08g005370	Sobic.008G064100	YUCCA	K11816	EC:1.14.13.168
6011	sbi00053	Ascorbate and aldarate metabolism 	Sb08g005410	Sobic.008G064700	VTC2_5	K14190	EC:2.7.7.69
6012	sbi00360	Phenylalanine metabolism 	Sb08g005520	Sobic.008G066700	E1.11.1.7	K00430	EC:1.11.1.7
6013	sbi00940	Phenylpropanoid biosynthesis 	Sb08g005520	Sobic.008G066700	E1.11.1.7	K00430	EC:1.11.1.7
6016	sbi00230	Purine metabolism 	Sb08g005640	Sobic.008G068000	RPC19	K03020	-
6017	sbi00240	Pyrimidine metabolism 	Sb08g005640	Sobic.008G068000	RPC19	K03020	-
6018	sbi03020	RNA polymerase 	Sb08g005640	Sobic.008G068000	RPC19	K03020	-
6019	sbi00230	Purine metabolism 	Sb08g005906	Sobic.008G069500	purD	K01945	EC:6.3.4.13
6020	sbi00500	Starch and sucrose metabolism 	Sb08g006160	Sobic.008G070200	otsB	K01087	EC:3.1.3.12
6021	sbi04075	Plant hormone signal transduction 	Sb08g006300	Sobic.008G071200	ARR-B	K14491	-
6023	sbi00350	Tyrosine metabolism 	Sb08g006680	Sobic.008G074300	maiA	K01800	EC:5.2.1.2
6024	sbi03410	Base excision repair 	Sb08g006760	Sobic.008G075100	mutY	K03575	EC:3.2.2.-
6025	sbi04120	Ubiquitin mediated proteolysis 	Sb08g006830	Sobic.008G075900	SIAH1	K04506	EC:6.3.2.19
6026	sbi00073	Cutin, suberine and wax biosynthesis 	Sb08g006850	Sobic.008G076200	K15404	K15404	EC:4.1.99.5
6027	sbi00073	Cutin, suberine and wax biosynthesis 	Sb08g006870	Sobic.008G076300	FAR	K13356	EC:1.2.1.-
6028	sbi04146	Peroxisome 	Sb08g006870	Sobic.008G076300	FAR	K13356	EC:1.2.1.-
6029	sbi03022	Basal transcription factors 	Sb08g007140	Sobic.008G077700	TAF8	K14649	-
6030	sbi00100	Steroid biosynthesis 	Sb08g007250	Sobic.008G078800	CYP51	K05917	EC:1.14.13.70
6031	sbi04626	Plant-pathogen interaction 	Sb08g007280	Sobic.008G079200	CML	K13448	-
6032	sbi00480	Glutathione metabolism 	Sb08g007300	Sobic.008G079300	GST	K00799	EC:2.5.1.18
6034	sbi00480	Glutathione metabolism 	Sb08g007340	Sobic.008G079500	GST	K00799	EC:2.5.1.18
6035	sbi00592	alpha-Linolenic acid metabolism 	Sb08g007360	Sobic.008G079600	E1.3.1.42	K05894	EC:1.3.1.42
6036	sbi00500	Starch and sucrose metabolism 	Sb08g007570	Sobic.008G079800	E3.2.1.21	K01188	EC:3.2.1.21
6037	sbi00460	Cyanoamino acid metabolism 	Sb08g007570	Sobic.008G079800	E3.2.1.21	K01188	EC:3.2.1.21
6038	sbi00940	Phenylpropanoid biosynthesis 	Sb08g007570	Sobic.008G079800	E3.2.1.21	K01188	EC:3.2.1.21
6039	sbi00500	Starch and sucrose metabolism 	Sb08g007586	Sobic.008G080100	E3.2.1.21	K01188	EC:3.2.1.21
6040	sbi00460	Cyanoamino acid metabolism 	Sb08g007586	Sobic.008G080100	E3.2.1.21	K01188	EC:3.2.1.21
6041	sbi00940	Phenylpropanoid biosynthesis 	Sb08g007586	Sobic.008G080100	E3.2.1.21	K01188	EC:3.2.1.21
6042	sbi00500	Starch and sucrose metabolism 	Sb08g007610	Sobic.008G080400	E3.2.1.21	K01188	EC:3.2.1.21
6043	sbi00460	Cyanoamino acid metabolism 	Sb08g007610	Sobic.008G080400	E3.2.1.21	K01188	EC:3.2.1.21
6044	sbi00940	Phenylpropanoid biosynthesis 	Sb08g007610	Sobic.008G080400	E3.2.1.21	K01188	EC:3.2.1.21
6045	sbi00500	Starch and sucrose metabolism 	Sb08g007650	Sobic.008G080600	E3.2.1.21	K01188	EC:3.2.1.21
6046	sbi00460	Cyanoamino acid metabolism 	Sb08g007650	Sobic.008G080600	E3.2.1.21	K01188	EC:3.2.1.21
6047	sbi00940	Phenylpropanoid biosynthesis 	Sb08g007650	Sobic.008G080600	E3.2.1.21	K01188	EC:3.2.1.21
6048	sbi04626	Plant-pathogen interaction 	Sb08g007660	Sobic.008G080700	CPK	K13412	EC:2.7.11.1
6049	sbi04712	Circadian rhythm - plant 	Sb08g008180	Sobic.008G082200	FT	K16223	-
6050	sbi00970	Aminoacyl-tRNA biosynthesis 	Sb08g008230	Sobic.008G082500	AARS	K01872	EC:6.1.1.7
6051	sbi01230	Biosynthesis of amino acids 	Sb08g008320	Sobic.008G083400	argG	K01940	EC:6.3.4.5
6052	sbi00250	Alanine, aspartate and glutamate metabolism 	Sb08g008320	Sobic.008G083400	argG	K01940	EC:6.3.4.5
6053	sbi00330	Arginine and proline metabolism 	Sb08g008320	Sobic.008G083400	argG	K01940	EC:6.3.4.5
6054	sbi00230	Purine metabolism 	Sb08g008360	Sobic.008G084100	adk	K00939	EC:2.7.4.3
6055	sbi00230	Purine metabolism 	Sb08g008400	Sobic.008G084600	adk	K00939	EC:2.7.4.3
6056	sbi00230	Purine metabolism 	Sb08g009080	Sobic.008G087000	POLA2	K02321	-
6057	sbi00240	Pyrimidine metabolism 	Sb08g009080	Sobic.008G087000	POLA2	K02321	-
6058	sbi03030	DNA replication 	Sb08g009080	Sobic.008G087000	POLA2	K02321	-
6059	sbi03030	DNA replication 	Sb08g009560	Sobic.008G088100	RFA2	K10739	-
6060	sbi03420	Nucleotide excision repair 	Sb08g009560	Sobic.008G088100	RFA2	K10739	-
6061	sbi03430	Mismatch repair 	Sb08g009560	Sobic.008G088100	RFA2	K10739	-
6062	sbi03440	Homologous recombination 	Sb08g009560	Sobic.008G088100	RFA2	K10739	-
6063	sbi00760	Nicotinate and nicotinamide metabolism 	Sb08g010620	Sobic.008G089500	nadA	K03517	EC:2.5.1.72
6064	sbi04120	Ubiquitin mediated proteolysis 	Sb08g012560	Sobic.008G092600	HUWE1	K10592	EC:6.3.2.19
6066	sbi03013	RNA transport 	Sb08g014280	Sobic.008G095500	EIF5	K03262	-
6191	sbi00592	alpha-Linolenic acid metabolism 	Sb09g000290	Sobic.009G000900	E2.1.1.141	K08241	EC:2.1.1.141
6192	sbi04144	Endocytosis 	Sb09g000340	Sobic.009G001400	CHMP5	K12198	-
6193	sbi04141	Protein processing in endoplasmic reticulum 	Sb09g000470	Sobic.009G002800	STUB1	K09561	EC:6.3.2.19
6194	sbi04120	Ubiquitin mediated proteolysis 	Sb09g000470	Sobic.009G002800	STUB1	K09561	EC:6.3.2.19
6195	sbi00450	Selenocompound metabolism 	Sb09g000490	Sobic.009G003000	E2.1.1.12	K08247	EC:2.1.1.12
6196	sbi00592	alpha-Linolenic acid metabolism 	Sb09g000520	Sobic.009G003600	E1.3.1.42	K05894	EC:1.3.1.42
6197	sbi00630	Glyoxylate and dicarboxylate metabolism 	Sb09g000560	Sobic.009G004100	GLYK	K15918	EC:2.7.1.31
6198	sbi00561	Glycerolipid metabolism 	Sb09g000560	Sobic.009G004100	GLYK	K15918	EC:2.7.1.31
6199	sbi00260	Glycine, serine and threonine metabolism 	Sb09g000560	Sobic.009G004100	GLYK	K15918	EC:2.7.1.31
6201	sbi00190	Oxidative phosphorylation 	Sb09g000810	Sobic.009G006700	ATPeV0C	K02155	-
6202	sbi04145	Phagosome 	Sb09g000810	Sobic.009G006700	ATPeV0C	K02155	-
6203	sbi03022	Basal transcription factors 	Sb09g000940	Sobic.009G008600	TTDA	K10845	-
6204	sbi03420	Nucleotide excision repair 	Sb09g000940	Sobic.009G008600	TTDA	K10845	-
6207	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb09g001210	Sobic.009G012100	E3.2.1.14	K01183	EC:3.2.1.14
6208	sbi03030	DNA replication 	Sb09g001220	Sobic.009G012200	RFA1	K07466	-
6209	sbi03420	Nucleotide excision repair 	Sb09g001220	Sobic.009G012200	RFA1	K07466	-
6210	sbi03430	Mismatch repair 	Sb09g001220	Sobic.009G012200	RFA1	K07466	-
6211	sbi03440	Homologous recombination 	Sb09g001220	Sobic.009G012200	RFA1	K07466	-
6212	sbi00230	Purine metabolism 	Sb09g001230	Sobic.009G012300	purM	K01933	EC:6.3.3.1
6213	sbi03030	DNA replication 	Sb09g001260	Sobic.009G012600	RFA1	K07466	-
6214	sbi03420	Nucleotide excision repair 	Sb09g001260	Sobic.009G012600	RFA1	K07466	-
6215	sbi03430	Mismatch repair 	Sb09g001260	Sobic.009G012600	RFA1	K07466	-
6216	sbi03440	Homologous recombination 	Sb09g001260	Sobic.009G012600	RFA1	K07466	-
6217	sbi03040	Spliceosome 	Sb09g001270	Sobic.009G012700	SNRPD2	K11096	-
6218	sbi00190	Oxidative phosphorylation 	Sb09g001530	Sobic.009G016000	ppa	K01507	EC:3.6.1.1
6219	sbi03060	Protein export 	Sb09g001550	Sobic.009G016200	SEC61B	K09481	-
6220	sbi04141	Protein processing in endoplasmic reticulum 	Sb09g001550	Sobic.009G016200	SEC61B	K09481	-
6221	sbi04145	Phagosome 	Sb09g001550	Sobic.009G016200	SEC61B	K09481	-
6222	sbi01200	Carbon metabolism 	Sb09g001600	Sobic.009G016700	GAPDH	K00134	EC:1.2.1.12
6223	sbi01230	Biosynthesis of amino acids 	Sb09g001600	Sobic.009G016700	GAPDH	K00134	EC:1.2.1.12
6224	sbi00010	Glycolysis / Gluconeogenesis 	Sb09g001600	Sobic.009G016700	GAPDH	K00134	EC:1.2.1.12
6225	sbi00710	Carbon fixation in photosynthetic organisms 	Sb09g001600	Sobic.009G016700	GAPDH	K00134	EC:1.2.1.12
6226	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb09g001670	Sobic.009G017500	HEXA_B	K12373	EC:3.2.1.52
6227	sbi00531	Glycosaminoglycan degradation 	Sb09g001670	Sobic.009G017500	HEXA_B	K12373	EC:3.2.1.52
6228	sbi00603	Glycosphingolipid biosynthesis - globo series 	Sb09g001670	Sobic.009G017500	HEXA_B	K12373	EC:3.2.1.52
6229	sbi00604	Glycosphingolipid biosynthesis - ganglio series 	Sb09g001670	Sobic.009G017500	HEXA_B	K12373	EC:3.2.1.52
6230	sbi00511	Other glycan degradation 	Sb09g001670	Sobic.009G017500	HEXA_B	K12373	EC:3.2.1.52
6231	sbi04626	Plant-pathogen interaction 	Sb09g001800	Sobic.009G020200	RPM1	K13457	-
6232	sbi03040	Spliceosome 	Sb09g001910	Sobic.009G022100	SFRS7	K12896	-
6233	sbi03010	Ribosome 	Sb09g001930	Sobic.009G022400	RP-L13Ae	K02872	-
6234	sbi03010	Ribosome 	Sb09g002070	Sobic.009G024500	RP-L10	K02864	-
6235	sbi03440	Homologous recombination 	Sb09g002090	Sobic.009G024800	RAD51L1	K10869	-
6236	sbi04120	Ubiquitin mediated proteolysis 	Sb09g002120	Sobic.009G025200	TRIP12	K10590	EC:6.3.2.19
6238	sbi00280	Valine, leucine and isoleucine degradation 	Sb09g002260	Sobic.009G027000	IVD	K00253	EC:1.3.8.4
6239	sbi00562	Inositol phosphate metabolism 	Sb09g002320	Sobic.009G027800	PLCD	K05857	EC:3.1.4.11
6240	sbi04070	Phosphatidylinositol signaling system 	Sb09g002320	Sobic.009G027800	PLCD	K05857	EC:3.1.4.11
6241	sbi00480	Glutathione metabolism 	Sb09g002470	Sobic.009G029600	gshA	K01919	EC:6.3.2.2
6242	sbi01210	2-Oxocarboxylic acid metabolism 	Sb09g002480	Sobic.009G029700	E2.6.1.11	K00818	EC:2.6.1.11
6243	sbi01230	Biosynthesis of amino acids 	Sb09g002480	Sobic.009G029700	E2.6.1.11	K00818	EC:2.6.1.11
6244	sbi00330	Arginine and proline metabolism 	Sb09g002480	Sobic.009G029700	E2.6.1.11	K00818	EC:2.6.1.11
6245	sbi00360	Phenylalanine metabolism 	Sb09g002740	Sobic.009G032600	E1.11.1.7	K00430	EC:1.11.1.7
6246	sbi00940	Phenylpropanoid biosynthesis 	Sb09g002740	Sobic.009G032600	E1.11.1.7	K00430	EC:1.11.1.7
6247	sbi00360	Phenylalanine metabolism 	Sb09g002750	Sobic.009G032700	E1.11.1.7	K00430	EC:1.11.1.7
6248	sbi00940	Phenylpropanoid biosynthesis 	Sb09g002750	Sobic.009G032700	E1.11.1.7	K00430	EC:1.11.1.7
6249	sbi00360	Phenylalanine metabolism 	Sb09g002760	Sobic.009G032800	E1.11.1.7	K00430	EC:1.11.1.7
6250	sbi00940	Phenylpropanoid biosynthesis 	Sb09g002760	Sobic.009G032800	E1.11.1.7	K00430	EC:1.11.1.7
6251	sbi00360	Phenylalanine metabolism 	Sb09g002770	Sobic.009G032900	E1.11.1.7	K00430	EC:1.11.1.7
6252	sbi00940	Phenylpropanoid biosynthesis 	Sb09g002770	Sobic.009G032900	E1.11.1.7	K00430	EC:1.11.1.7
6253	sbi00360	Phenylalanine metabolism 	Sb09g002810	Sobic.009G033300	E1.11.1.7	K00430	EC:1.11.1.7
6254	sbi00940	Phenylpropanoid biosynthesis 	Sb09g002810	Sobic.009G033300	E1.11.1.7	K00430	EC:1.11.1.7
6255	sbi00360	Phenylalanine metabolism 	Sb09g002820	Sobic.009G033400	E1.11.1.7	K00430	EC:1.11.1.7
6256	sbi00940	Phenylpropanoid biosynthesis 	Sb09g002820	Sobic.009G033400	E1.11.1.7	K00430	EC:1.11.1.7
6257	sbi00360	Phenylalanine metabolism 	Sb09g002830	Sobic.009G033500	E1.11.1.7	K00430	EC:1.11.1.7
6258	sbi00940	Phenylpropanoid biosynthesis 	Sb09g002830	Sobic.009G033500	E1.11.1.7	K00430	EC:1.11.1.7
6259	sbi01230	Biosynthesis of amino acids 	Sb09g002840	Sobic.009G033600	metK	K00789	EC:2.5.1.6
6260	sbi00270	Cysteine and methionine metabolism 	Sb09g002840	Sobic.009G033600	metK	K00789	EC:2.5.1.6
6261	sbi04140	Regulation of autophagy 	Sb09g002900	Sobic.009G034200	PRKAA	K07198	EC:2.7.11.11
6262	sbi02010	ABC transporters 	Sb09g002940	Sobic.009G034500	ABCB1	K05658	EC:3.6.3.44
6263	sbi04146	Peroxisome 	Sb09g003080	Sobic.009G036300	SLC25A17	K13354	-
6264	sbi04075	Plant hormone signal transduction 	Sb09g003090	Sobic.009G036400	PIF3	K12126	-
6265	sbi04712	Circadian rhythm - plant 	Sb09g003090	Sobic.009G036400	PIF3	K12126	-
6266	sbi03040	Spliceosome 	Sb09g003130	Sobic.009G036900	RBM8A	K12876	-
6267	sbi03013	RNA transport 	Sb09g003130	Sobic.009G036900	RBM8A	K12876	-
6268	sbi03015	mRNA surveillance pathway 	Sb09g003130	Sobic.009G036900	RBM8A	K12876	-
6269	sbi03060	Protein export 	Sb09g003220	Sobic.009G037700	SRPR	K13431	-
6272	sbi00920	Sulfur metabolism 	Sb09g003680	Sobic.009G043500	SUOX	K00387	EC:1.8.3.1
6273	sbi00480	Glutathione metabolism 	Sb09g003690	Sobic.009G043600	GST	K00799	EC:2.5.1.18
6274	sbi00480	Glutathione metabolism 	Sb09g003700	Sobic.009G043700	GST	K00799	EC:2.5.1.18
6275	sbi00941	Flavonoid biosynthesis 	Sb09g003710	Sobic.009G043800	DFR	K13082	EC:1.1.1.219 1.1.1.234
6276	sbi00480	Glutathione metabolism 	Sb09g003750	Sobic.009G044000	GST	K00799	EC:2.5.1.18
6277	sbi00270	Cysteine and methionine metabolism 	Sb09g003780	Sobic.009G044300	DNMT3A	K17398	EC:2.1.1.37
6278	sbi00270	Cysteine and methionine metabolism 	Sb09g003790	Sobic.009G044400	E1.14.17.4	K05933	EC:1.14.17.4
6279	sbi00270	Cysteine and methionine metabolism 	Sb09g003800	Sobic.009G044600	E1.14.17.4	K05933	EC:1.14.17.4
6280	sbi04141	Protein processing in endoplasmic reticulum 	Sb09g003820	Sobic.009G044800	CUL1	K03347	-
6281	sbi04120	Ubiquitin mediated proteolysis 	Sb09g003820	Sobic.009G044800	CUL1	K03347	-
6283	sbi04120	Ubiquitin mediated proteolysis 	Sb09g003840	Sobic.009G045000	APC7	K03354	-
6284	sbi04075	Plant hormone signal transduction 	Sb09g003870	Sobic.009G045300	TIR1	K14485	-
6285	sbi04120	Ubiquitin mediated proteolysis 	Sb09g003910	Sobic.009G045700	SIAH1	K04506	EC:6.3.2.19
6286	sbi00970	Aminoacyl-tRNA biosynthesis 	Sb09g003930	Sobic.009G045900	HARS	K01892	EC:6.1.1.21
6287	sbi00970	Aminoacyl-tRNA biosynthesis 	Sb09g003950	Sobic.009G046100	FARSB	K01890	EC:6.1.1.20
6288	sbi04120	Ubiquitin mediated proteolysis 	Sb09g004080	Sobic.009G047500	SIAH1	K04506	EC:6.3.2.19
6289	sbi00920	Sulfur metabolism 	Sb09g004170	Sobic.009G048900	E3.1.3.7	K01082	EC:3.1.3.7
6290	sbi03015	mRNA surveillance pathway 	Sb09g004260	Sobic.009G050000	PPP1C	K06269	EC:3.1.3.16
6291	sbi03040	Spliceosome 	Sb09g004270	Sobic.009G050100	SNRPA	K11091	-
6293	sbi04075	Plant hormone signal transduction 	Sb09g004300	Sobic.009G050400	ETR	K14509	EC:2.7.13.-
6294	sbi04141	Protein processing in endoplasmic reticulum 	Sb09g004370	Sobic.009G051600	PDIA6	K09584	EC:5.3.4.1
6295	sbi04141	Protein processing in endoplasmic reticulum 	Sb09g004380	Sobic.009G051700	DNAJB11	K09517	-
6296	sbi01200	Carbon metabolism 	Sb09g004430	Sobic.009G052200	DLD	K00382	EC:1.8.1.4
6297	sbi00010	Glycolysis / Gluconeogenesis 	Sb09g004430	Sobic.009G052200	DLD	K00382	EC:1.8.1.4
6298	sbi00020	Citrate cycle (TCA cycle) 	Sb09g004430	Sobic.009G052200	DLD	K00382	EC:1.8.1.4
6299	sbi00620	Pyruvate metabolism 	Sb09g004430	Sobic.009G052200	DLD	K00382	EC:1.8.1.4
6300	sbi00260	Glycine, serine and threonine metabolism 	Sb09g004430	Sobic.009G052200	DLD	K00382	EC:1.8.1.4
6301	sbi00280	Valine, leucine and isoleucine degradation 	Sb09g004430	Sobic.009G052200	DLD	K00382	EC:1.8.1.4
6302	sbi00190	Oxidative phosphorylation 	Sb09g004450	Sobic.009G052400	ppa	K01507	EC:3.6.1.1
6303	sbi00904	Diterpenoid biosynthesis 	Sb09g004520	Sobic.009G053700	E1.14.11.13	K04125	EC:1.14.11.13
6304	sbi04120	Ubiquitin mediated proteolysis 	Sb09g004530	Sobic.009G053900	UBE3C	K10589	EC:6.3.2.19
6305	sbi01200	Carbon metabolism 	Sb09g004610	Sobic.009G054600	DLD	K00382	EC:1.8.1.4
6306	sbi00010	Glycolysis / Gluconeogenesis 	Sb09g004610	Sobic.009G054600	DLD	K00382	EC:1.8.1.4
6307	sbi00020	Citrate cycle (TCA cycle) 	Sb09g004610	Sobic.009G054600	DLD	K00382	EC:1.8.1.4
6308	sbi00620	Pyruvate metabolism 	Sb09g004610	Sobic.009G054600	DLD	K00382	EC:1.8.1.4
6309	sbi00260	Glycine, serine and threonine metabolism 	Sb09g004610	Sobic.009G054600	DLD	K00382	EC:1.8.1.4
6310	sbi00280	Valine, leucine and isoleucine degradation 	Sb09g004610	Sobic.009G054600	DLD	K00382	EC:1.8.1.4
6311	sbi03010	Ribosome 	Sb09g004630	Sobic.009G054800	RP-S27Ae	K02977	-
6312	sbi00360	Phenylalanine metabolism 	Sb09g004650	Sobic.009G055100	E1.11.1.7	K00430	EC:1.11.1.7
6313	sbi00940	Phenylpropanoid biosynthesis 	Sb09g004650	Sobic.009G055100	E1.11.1.7	K00430	EC:1.11.1.7
6314	sbi00360	Phenylalanine metabolism 	Sb09g004660	Sobic.009G055300	E1.11.1.7	K00430	EC:1.11.1.7
6315	sbi00940	Phenylpropanoid biosynthesis 	Sb09g004660	Sobic.009G055300	E1.11.1.7	K00430	EC:1.11.1.7
6316	sbi03040	Spliceosome 	Sb09g004685	Sobic.009G055700	SFRS7	K12896	-
6317	sbi00051	Fructose and mannose metabolism 	Sb09g004780	Sobic.009G056700	PFKFB	K01103	EC:2.7.1.105 3.1.3.46
6318	sbi00190	Oxidative phosphorylation 	Sb09g004850	Sobic.009G057400	COX6A	K02266	-
6319	sbi00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis 	Sb09g004930	Sobic.009G058500	PIGH	K03858	-
6320	sbi00380	Tryptophan metabolism 	Sb09g005070	Sobic.009G060100	TAA1	K16903	EC:2.6.1.99
6321	sbi00380	Tryptophan metabolism 	Sb09g005080	Sobic.009G060300	TAA1	K16903	EC:2.6.1.99
6322	sbi00190	Oxidative phosphorylation 	Sb09g005180	Sobic.009G062000	NDUFA2	K03946	-
6326	sbi01200	Carbon metabolism 	Sb09g005230	Sobic.009G062800	E2.2.1.1	K00615	EC:2.2.1.1
6327	sbi01230	Biosynthesis of amino acids 	Sb09g005230	Sobic.009G062800	E2.2.1.1	K00615	EC:2.2.1.1
6328	sbi00030	Pentose phosphate pathway 	Sb09g005230	Sobic.009G062800	E2.2.1.1	K00615	EC:2.2.1.1
6329	sbi00710	Carbon fixation in photosynthetic organisms 	Sb09g005230	Sobic.009G062800	E2.2.1.1	K00615	EC:2.2.1.1
6330	sbi01051	Biosynthesis of ansamycins	Sb09g005230	Sobic.009G062800	E2.2.1.1	K00615	EC:2.2.1.1
6331	sbi00904	Diterpenoid biosynthesis 	Sb09g005400	Sobic.009G064700	E1.14.11.15	K04124	EC:1.14.11.15
6332	sbi03015	mRNA surveillance pathway 	Sb09g005420	Sobic.009G064900	PPP2R5	K11584	-
6333	sbi04075	Plant hormone signal transduction 	Sb09g005430	Sobic.009G065000	IAA	K14484	-
6334	sbi03040	Spliceosome 	Sb09g005440	Sobic.009G065100	PRPF38B	K12850	-
6335	sbi03010	Ribosome 	Sb09g005460	Sobic.009G065400	RP-L13e	K02873	-
6336	sbi00230	Purine metabolism 	Sb09g005630	Sobic.009G068200	hprT	K00760	EC:2.4.2.8
6337	sbi00970	Aminoacyl-tRNA biosynthesis 	Sb09g005690	Sobic.009G068700	QARS	K01886	EC:6.1.1.18
6340	sbi04075	Plant hormone signal transduction 	Sb09g005800	Sobic.009G069500	AHP	K14490	-
6341	sbi01200	Carbon metabolism 	Sb09g005810	Sobic.009G069600	E1.1.1.40	K00029	EC:1.1.1.40
6342	sbi00620	Pyruvate metabolism 	Sb09g005810	Sobic.009G069600	E1.1.1.40	K00029	EC:1.1.1.40
6343	sbi00710	Carbon fixation in photosynthetic organisms 	Sb09g005810	Sobic.009G069600	E1.1.1.40	K00029	EC:1.1.1.40
6344	sbi04075	Plant hormone signal transduction 	Sb09g005830	Sobic.009G069700	IAA	K14484	-
6345	sbi01200	Carbon metabolism 	Sb09g005840	Sobic.009G069800	HK	K00844	EC:2.7.1.1
6346	sbi00010	Glycolysis / Gluconeogenesis 	Sb09g005840	Sobic.009G069800	HK	K00844	EC:2.7.1.1
6347	sbi00051	Fructose and mannose metabolism 	Sb09g005840	Sobic.009G069800	HK	K00844	EC:2.7.1.1
6348	sbi00052	Galactose metabolism 	Sb09g005840	Sobic.009G069800	HK	K00844	EC:2.7.1.1
6349	sbi00500	Starch and sucrose metabolism 	Sb09g005840	Sobic.009G069800	HK	K00844	EC:2.7.1.1
6350	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb09g005840	Sobic.009G069800	HK	K00844	EC:2.7.1.1
6351	sbi00524	Butirosin and neomycin biosynthesis	Sb09g005840	Sobic.009G069800	HK	K00844	EC:2.7.1.1
6352	sbi04141	Protein processing in endoplasmic reticulum 	Sb09g005900	Sobic.009G070200	DERL2_3	K13989	-
6353	sbi01200	Carbon metabolism 	Sb09g006030	Sobic.009G071800	pfkA	K00850	EC:2.7.1.11
6354	sbi01230	Biosynthesis of amino acids 	Sb09g006030	Sobic.009G071800	pfkA	K00850	EC:2.7.1.11
6355	sbi00010	Glycolysis / Gluconeogenesis 	Sb09g006030	Sobic.009G071800	pfkA	K00850	EC:2.7.1.11
6356	sbi00030	Pentose phosphate pathway 	Sb09g006030	Sobic.009G071800	pfkA	K00850	EC:2.7.1.11
6357	sbi00051	Fructose and mannose metabolism 	Sb09g006030	Sobic.009G071800	pfkA	K00850	EC:2.7.1.11
6358	sbi00052	Galactose metabolism 	Sb09g006030	Sobic.009G071800	pfkA	K00850	EC:2.7.1.11
6359	sbi03018	RNA degradation 	Sb09g006030	Sobic.009G071800	pfkA	K00850	EC:2.7.1.11
